UniProt Accession ID,Description,Gene,V08,V28,NV1,V15L,V31,NV2,V14,V6L,V15,V23,V1O,V16,V11,V9L,V01,V22,V04,V25,V07,V10,V17,NV6,NV4,V1L,V13,V21,V6L,V12,V30,NV7,V05,V20,V03,V32,V06,V27,V02
AL1A1_HUMAN,Retinal dehydrogenase 1,ALDH1A1,138320.4329,62556.39866,654750.1129,47392.94243,55566.0469,2526.581301,16494.75699,212195.2269,39496.25503,31061.57759,81428.43948,47448.51508,28151.80059,313947.3309,40705.8015,38949.3396,36658.69576,64185.85011,72628.41849,230880.1893,43127.76605,2554774.614,278978.3343,117368.0842,23202.5753,40474.07707,50109.13702,34131.63689,18440.38335,401075.4297,172547.9057,79134.02571,20711.57238,49314.41639,82524.55443,122868.4198,82223.45362
AL1A3_HUMAN,Aldehyde dehydrogenase family 1 member A3,ALDH1A3,214479.3322,130253.5687,102279.0307,12445.05651,45786.86965,4421970.861,2294.039336,13641.27444,1405.857049,11101.44018,89201.43109,10862.69902,15659.69988,17249.95882,95312.12969,11124.2004,17868.75146,55592.61126,77006.35506,16165.51366,14701.00838,49983.61318,79364.67697,112664.0275,236.7681299,67656.36591,59280.22695,8874.388861,12201.99189,37919.40134,54716.62962,252084.664,53024.19244,6779.826003,13895.88496,95955.60919,73264.05258
AL3A1_HUMAN,"Aldehyde dehydrogenase, dimeric NADP-preferring",ALDH3A1,115030.32,276678.0177,194917.0906,10976.03795,10979.56015,1348400.19,313649.6992,3362.52301,7255.181874,1530.751604,13786.17466,4834.807991,2118.671839,1684.346219,680252.659,2924.01438,5919.671315,8806.518471,45443.08551,2650.070161,34357.20204,11996.49023,149346.1302,20465.65346,2223.668101,5265.119482,36343.76085,1532.445066,1244.827857,5112.339128,15794.3832,930.3709229,26791.91481,2240.77091,3389.227915,1574.767616,18921.08042
AL7A1_HUMAN,Alpha-aminoadipic semialdehyde dehydrogenase,ALDH7A1,164078.8791,30485.22118,575256.7217,285298.1359,24525.57793,1398545.521,54878.57854,289368.2282,39935.07614,214749.7206,10368.33131,170080.4525,27342.38044,239847.9395,298021.5027,111090.8519,142354.5498,114934.6867,306606.1425,35539.79986,16177.15915,287365.9153,66786.46508,184793.5397,13442.5099,50129.071,256504.3423,79011.53744,62553.59887,408034.5114,42070.13899,389717.5651,72607.2278,16108.74991,52943.90589,147511.2626,259548.3153
AL9A1_HUMAN,4-trimethylaminobutyraldehyde dehydrogenase,ALDH9A1,397821.8212,286321.3276,618843.1543,179333.3339,106011.5593,204471.0668,11037.49899,555024.7101,2292786.324,321969.9659,130977.26,423035.7579,323866.7247,677231.1089,233805.0225,262700.1708,25239.509,147847.5501,2674838.546,105768.4393,67806.8966,597822.3642,1218071.167,377272.2461,51167.43585,536220.5192,306189.2088,211052.8482,73320.89436,425079.7259,171770.6933,1576565.408,77377.20247,374072.8022,670258.0316,497971.2568,1890394.102
ALAT1_HUMAN,Alanine aminotransferase 1,GPT,5608.523459,50189.1188,295.3283776,1843.85923,5483.461151,89335.30121,1,13060.26081,2604.571953,2316.217329,3924.182808,56.18316414,5688.065535,2842.874278,3626.000172,11371.35315,2518.856728,5104.969551,1708.594007,1087.107883,697.6720917,90091.53252,3642.61798,874.7858898,516.7015979,3904.260795,7491.754972,252.0413563,323.3781065,39371.60718,1,3528.149329,1,1,2249.63667,769.2690852,1
ALBU_HUMAN,Serum albumin,ALB,403416189.6,2355654806,2097481925,323842396.3,4588752264,117637901.4,68626402,127409818.1,399298921.9,1182577425,3586692552,591943164.4,4327132245,211963147.3,3309833059,349008522.8,800797164.1,173851029.3,587378764.4,3016697466,3006327381,122399304.9,31263997.76,124701732.3,2015320903,1230682532,678719403.8,1340438496,1517960841,806261308,1835601790,1234731949,482369896.7,3663337699,1556736752,568985176.6,1030936291
ALDH2_HUMAN,"Aldehyde dehydrogenase, mitochondrial",ALDH2,38574.28325,32311.84046,1035698.591,1519.980678,73656.0337,7024.727738,13780.97039,270081.9699,2839606.995,543743.08,104854.0187,5592304.894,207158.7078,513133.1226,76021.39162,351431.6005,160537.7612,131355.8867,74331.26668,65977.34703,92882.66827,176510.2674,735060.8301,108310.0441,59207.68253,497263.5986,40484.2691,263595.2698,497666.8678,569764.7662,87164.18058,125325.9066,22999.53278,97114.07357,282472.8912,199575.2676,20947.95645
ALDOA_HUMAN,Fructose-bisphosphate aldolase A,ALDOA,9749087.937,6805089.835,21420529.59,3541138.424,2175549.419,145376.1518,1145740.538,9980546.863,1648319.137,7454929.761,766066.6238,1383774.113,2009252.623,13644791.83,24749564.23,4536804.238,7994438.407,13827072.83,56734022.2,2901760.319,9055714.137,10504792.69,20126731.26,723098.3741,4850768.603,8039557.527,9052093.07,2931271.175,3771221.543,8907187.892,7001632.4,41576179.14,5062347.201,6064287.122,3503561.1,16356568.16,47349544.2
ALDOC_HUMAN,Fructose-bisphosphate aldolase C,ALDOC,479774.7751,137765.2635,1354494.502,129209.1797,139418.8696,90235.61296,2135300.305,192646.1191,364175.4949,586538.6032,120466.2517,349605.744,138090.453,164805.6386,539365.5846,174923.9931,221957.7426,909514.841,227645.6331,109003.1846,966947.1,505015.4134,270259.8822,331438.1609,190590.1266,575836.0508,38411.60942,227867.9653,695362.118,123132.2182,317958.6181,3014635.913,225553.1387,260408.3009,123563.2909,169530.1926,253589.9328
ALS_HUMAN,Insulin-like growth factor-binding protein complex acid labile subunit,IGFALS,8063.916363,25083.52403,97749.35391,24831.03354,157397.7384,171091.0903,24766.70374,95463.28846,79455.25783,59271.01219,315377.872,69669.43026,74716.04475,52460.85464,56852.41298,299600.7541,58471.8283,124707.9114,17331.06199,439792.1614,213819.304,119421.8,33364.85872,124236.0217,10698.19349,70945.59578,38454.57247,32434.92678,72209.36384,115397.9852,307957.8999,84562.70891,12345.19194,627208.5008,41076.60557,67623.907,74822.92155
AMBP_HUMAN,Protein AMBP,AMBP,193073.5193,837934.8179,407487.3414,124342.132,520502.9441,42761.66425,146655.0933,219433.4012,43130.58908,292058.0002,1835067.201,46952.6649,1126543.078,411188.4521,83083.82149,435841.9406,461048.2317,877206.1742,284307.2659,3437182.156,1491887.75,399908.4721,449231.7902,149030.0897,185019.1021,381156.8029,695816.0118,182025.6201,807220.0032,646596.1134,1754730.404,164385.612,133140.2044,3323266.983,808563.9025,419749.5339,689759.7093
AMD_HUMAN,Peptidyl-glycine alpha-amidating monooxygenase,PAM,8707.989189,932359.412,6339.407189,6406.031712,13939.19897,29745.43331,3.688127743,28855.38436,12710.10858,335455.631,276195.4766,25419.92495,69081.86592,122629.5077,54245.42732,26615.14088,308825.6387,19532.52058,448755.3672,20225.58612,114239.0352,1162573.415,8364.736025,231796.8127,67064.02766,37037.8122,402300.5167,105708.4215,54306.40457,19124.46904,37186.00351,10107.18028,91926.72265,113638.5867,308584.6066,42986.08659,216559.0738
AMPB_HUMAN,Aminopeptidase B,RNPEP,155390.63,158788.8478,297379.4089,4709.196449,71709.43383,327612.2053,1793.555615,263644.3739,45275.61653,59454.2539,73991.31212,55063.55721,26105.98865,74773.80084,23332.55324,46155.4456,54749.00346,230355.7308,53862.72891,32624.77286,139706.3665,554980.161,101201.4567,16894.95352,43651.45453,78550.44734,14715.86001,191758.4638,15328.63648,137125.7872,76375.8992,193456.0487,208810.4698,49899.91568,134859.8012,70198.09943,86801.52294
AMPL_HUMAN,Cytosol aminopeptidase,LAP3,39768.24218,406553.6268,163010.8296,292063.2206,746495.9464,28100.13224,10543.78305,14669.61319,26297.30478,158074.5996,9422.660203,128629.7008,841367.4554,32316.04133,568639.8488,626796.2565,61185.88414,85843.69208,228445.0716,802836.1592,1399714.026,285924.2561,172337.8626,1183894.618,131073.2106,232707.8002,123975.9463,71768.02083,54604.23423,343995.0176,2627334.232,205496.071,2289897.552,2149100.172,419609.7338,132412.2652,534059.9788
AMPN_HUMAN,Aminopeptidase N,ANPEP,160059.7093,250126.9466,15066.97699,190456.5273,75458.87506,54232.19617,11139.98638,16823.92141,7900.343131,87009.41505,65330.23338,23885.03088,34250.21636,156738.4816,503297.8093,128864.4047,91499.45427,348169.1295,932552.1301,44995.43148,95046.58859,290146.5476,280495.2888,2283.09587,150999.1673,134621.9388,48391.53159,75158.31334,30310.16713,19180.81488,387464.6574,41266.2894,789069.3915,45186.33365,13784.39028,41170.07982,671278.2143
AN32A_HUMAN,Acidic leucine-rich nuclear phosphoprotein 32 family member A,ANP32A,222629.0551,168320.7982,132146.4117,1183916.341,1264.891828,211427.3598,145675.3421,56464.4779,25165.69861,727266.0122,159289.409,13994.41063,46163.05234,253665.4317,34212.90167,14967.44596,101544.4677,19940.14399,98684.91229,81988.73559,414630.7635,409140.9137,158906.0147,24077.17607,74672.72924,63825.0818,32966.1647,61911.66439,7606.33134,139194.0077,314812.3307,316815.1044,149636.1106,32832.86372,50168.57607,39776.42939,324741.5611
AN32B_HUMAN,Acidic leucine-rich nuclear phosphoprotein 32 family member B,ANP32B,484878.2945,138871.4388,210307.1665,106579.9003,82087.38849,2071.746632,33555.80039,137369.1462,177004.8336,497312.0417,212339.5928,154620.3271,178771.4638,475577.8661,175488.5399,36362.35983,305852.6159,386643.8434,797805.6157,3239133.521,433199.7473,432273.7415,2161233.308,244510.9799,127932.5382,66156.2711,124472.0679,448370.6622,208395.1224,761544.0332,1078297.472,324998.2847,881524.779,880551.2991,42856.89801,117506.5247,407078.3705
ANT3_HUMAN,Antithrombin-III,SERPINC1,396620.2467,344980.5482,3383860.61,114872.0184,956507.5927,2190.987756,91047.68587,365279.2961,811463.0999,739416.33,3520055.388,679236.0553,3259326.489,364799.7658,402276.5359,301802.0791,284299.0156,648118.6943,414729.8804,2629359.24,1214057.824,640953.0767,4742372.684,198567.9542,556852.461,722521.4473,290441.2448,568468.3126,1439422.449,1849097.041,1832502.525,241210.0156,785023.8876,3075174.757,1224042.908,493828.6996,650280.15
ANX11_HUMAN,Annexin A11,ANXA11,1596147.262,140447.3727,59745.3394,1262905.702,46323.62843,189765.6794,80649.4945,973914.0298,256838.5219,710521.4815,604531.2056,157852.5881,64225.49516,3285455.975,444545.5206,48353.48182,489913.5862,308445.4623,3386049.227,536633.7592,1024913.422,139520.8474,1370731.113,101136.7729,170337.1388,78954.42503,1540232.926,231905.2972,213615.6259,269308.2289,275842.5943,947051.9721,293137.7348,63187.39527,86183.53469,386756.9622,713916.2721
ANXA1_HUMAN,Annexin A1,ANXA1,13902814.64,95290704.55,18323499.73,36473234.56,47485587.71,5274311.707,3400737.82,71885597.02,6902233.793,8763388.98,14092678.98,13249329.37,25387047.72,32150963.77,42557204.4,29420238.79,156359067,90287099.7,323791907.6,19513747.75,24779338.87,2341755.595,8154321.941,4238251.967,23150692.02,44944328.47,24378746.82,3681926.085,40585654.68,5229010.723,28949741.87,297793282.1,275156179.3,20821382.46,32331719.58,143295149.5,317080834.4
ANXA2_HUMAN,Annexin A2,ANXA2,20469822.5,30098337.67,26649827.15,3471326.776,47918510.36,1021919.856,2950484.426,25442000.34,3543113.821,1398061.4,6991464.98,8694113.988,60838750.62,51952018.34,18977354.25,46211054.25,95484773.03,156452605.2,149538978.4,20099668.24,7669695.207,7001360.978,6335868.846,5963330.035,8105957.188,44870894.89,33167853.82,1002795.99,50741934.1,5015803.253,106627517.4,100492603.7,632399029,22258444.68,210447255.4,188185515.1,268481728.3
ANXA3_HUMAN,Annexin A3,ANXA3,15407223.3,3464295.191,1181046.688,3421172.566,3638239.751,296415.268,716583.2435,7833934.377,6294749.676,6788382.758,5930863.228,9292545.276,4735439.252,13440191.32,8245571.931,6086034.627,20607846.97,17300245.14,14758650.45,3728554.27,9246556.778,593737.6089,26202393.72,9344410.362,6332933.099,8064005.191,7779650.198,6404045.419,8064844.012,4712479.247,8642604.797,10076122.53,9419282.143,4073408.379,7119147.69,7146636.638,17472240.45
ANXA5_HUMAN,Annexin A5,ANXA5,1198865.527,674578.4741,8423276.025,1432272.266,2482897.163,2362323.513,79131.11585,1794759.053,550067.0308,2467963.462,806501.8208,635950.8342,603910.9837,4703352.618,1744537.86,1763162.182,5224632.384,2661446.859,6176891.304,308393.1336,1234742.311,821732.8331,3164484.147,224312.5037,461708.2732,253421.4856,1890074.369,378966.0196,2783456.368,2891512.155,898567.9962,4173806.431,297281.3988,3204872.197,4002533.961,3804527.823,4475319.4
ANXA6_HUMAN,Annexin A6,ANXA6,167260.9502,31141648,205346.8409,2057559.505,74488.4162,79261.30036,113405.2436,40277.30651,585157.3499,510310.9327,177624.8056,462333.1785,27214.12622,481339.7722,87315.24501,788583.6357,359872.8329,31684.82072,330344.3088,133816.9351,633694.5226,210850.3752,1429802.766,121593.5669,207148.4184,64642.28258,197699.1699,557631.3115,49762.1607,831697.8715,195201.6285,422409.7849,76407.02235,44491.25319,78000.42574,104587.6913,228277.398
ANXA7_HUMAN,Annexin A7,ANXA7,452238.9033,112718.7077,66133.3658,239657.7658,656837.6469,2761393.437,7475.310464,466593.7221,249751.4206,1511340.775,80139.24215,254543.6634,105757.8084,822267.9058,187250.6873,602636.6564,506148.0821,219756.4163,551330.854,158613.4758,161259.8222,17146.97769,754759.9776,33055.32533,67100.0596,212199.7148,171740.2896,104725.7802,200426.056,199535.3626,1401488.475,639429.5194,3437234.892,254374.5823,450085.3488,368363.6156,676499.7464
AOC1_HUMAN,Amiloride-sensitive amine oxidase [copper-containing],AOC1,47684.12664,25102.14315,25332.89789,62476.27029,10729.62478,51249.47301,363.2585757,402918.7315,18066.60275,40928.77881,4493.758203,6482.964586,23091.95839,75817.93886,9451.542772,8453.89355,26060.85869,46.65986077,40923.67144,234953.6021,48651.21492,633033.8845,54093.56336,12659.75296,9423.074348,5030.818368,69502.02663,11690.49556,9674.66377,92796.14836,111967.3957,9227.504284,3990.265821,73953.46818,14472.87686,12908.27948,4519.716743
AP1B1_HUMAN,AP-1 complex subunit beta-1,AP1B1,11340.75253,166499.3098,46862.40087,19960.73896,147544.272,9789.740373,45639.99114,17830.06579,127300.3334,922440.0959,13772.41978,119154.2182,27332.93666,51331.34218,348319.3837,101570.9523,37808.95918,23512.27607,24231.76009,26614.36709,233123.5115,79956.76343,4794.33958,39107.22708,96761.23509,47836.24409,101274.2794,176017.4383,56223.6705,92203.04068,50082.30382,193421.7654,51760.59584,44576.65434,14281.26098,40003.73724,38997.20057
APOA1_HUMAN,Apolipoprotein A-I,APOA1,1671196.141,13507443.95,7705983.127,118184.2694,30145228.86,3573636.116,181703.9642,984635.847,4650813.312,2104567.198,67088956.5,3159395.663,68321927.43,5216164.434,4116378.975,5725598.454,8917234.341,1002466.474,1874672.376,325407073.6,39355064.79,1272278.037,1977588.414,1823949.481,8237651.327,12169239.46,6805983.659,9682260.243,2314280.787,6153427.107,50316748.55,2795176.803,9893006.708,91740892.97,17810143.35,1594747.858,2125779.728
APOA2_HUMAN,Apolipoprotein A-II,APOA2,736333.7522,733071.5415,2801345.722,384160.2532,5404886.367,71353.64282,17142.74409,220424.7766,410103.428,623473.599,32348731.95,519040.9968,11508555.16,1756343.289,591130.9553,1328395.73,3149420.799,383927.0564,454058.1287,58773260.83,8233994.838,136774.6633,171547.0145,667288.6978,4432377.997,3098960.886,2005890.921,1146489.918,967806.9747,2241053.43,26877998.54,437882.2124,2112070.494,20705092.58,3655421.102,1251239.709,885634.2858
APOA4_HUMAN,Apolipoprotein A-IV,APOA4,668412.3198,1284286.589,1519589.908,144783.3275,946219.5701,38054.40172,69931.23149,223085.4086,338606.1624,598644.7886,1012888.661,344655.6261,3772009.805,593777.9568,344099.4239,316947.4964,341653.4957,153674.7648,689105.039,2584591.33,705363.493,168577.956,2361964.925,282155.5943,845740.7265,1044936.473,856566.8704,920816.2483,156562.3504,214540.7547,1215964.152,314651.1283,193096.2856,2326124.604,1725922.297,453278.5033,201299.4823
APOB_HUMAN,Apolipoprotein B-100,APOB,161845.4257,65702.31917,171629.5846,53286.15904,105688.4388,205753.0029,32922.5792,164397.1585,165997.4863,177781.2504,1131455.926,308049.2051,418747.9042,181896.5488,212054.4473,144495.8577,34000.91646,10604.68645,44916.76861,2811984.661,204204.8073,35397.56696,59510.35498,176566.4485,220631.6108,246575.1939,198046.6979,46951946.34,115835.798,413001.1151,1566911.894,64613.5824,139247.2038,915296.6616,203891.1241,46798.37213,32072.01371
APOBR_HUMAN,Apolipoprotein B receptor,APOBR,188642.2415,48558.29719,177876.78,732961.1601,142545.1103,396100.4738,8544.701528,136664.5878,95574.41612,141662.3693,25592.30747,47481.74951,86681.87634,383811.5638,40829.35487,348966.6756,400527.4516,537668.5124,588692.1295,24569.72625,69830.75951,195313.018,113740.4103,249809.8139,59321.67435,103624.5798,155280.6799,38991.63257,238076.4804,341689.5801,62426.76407,297535.9433,14169461.79,4794.486105,442865.1873,308592.9422,243326.8272
APOC1_HUMAN,Apolipoprotein C-I,APOC1,22097.89345,514518.6611,383944.0342,18385.48161,1127148.946,37993.08998,45623.25448,415247.4268,149100.4965,145621.4987,756581.4354,532910.9025,932294.933,104966.1818,144038.5032,98922.97825,119895.5348,46639.25818,49014.59682,4971165.306,905609.8339,30819.59909,34689.35746,151044.7669,633273.8315,167578.6782,143108.0645,540289.5195,102587.036,299953.4562,748245.6219,156770.0774,307509.4544,498620.4348,279074.1861,134786.0306,34888.71748
APOC2_HUMAN,Apolipoprotein C-II,APOC2,146408.3247,790989.473,114267.8968,774127.6163,46732.01604,7528.918107,55.03307094,32803.13541,19689.71139,2211.547478,122423.6278,1809.617603,185896.722,117887.528,13690.89197,8513.019251,1826.711047,109327.5006,1,639335.3679,54297.0882,103426.5063,21522.30612,3635.589283,58468.50522,15390.48434,19588.51444,9853.497181,6863.039277,45591.33379,237539.0021,9348.893612,19458.19488,54782.1113,10910.016,20182.0095,15726.37158
APOC3_HUMAN,Apolipoprotein C-III,APOC3,36790.59533,271205.8799,114601.195,7.855890737,134788.5611,1187.30983,478.327126,26627.56716,17609.0735,30119.78575,552074.1301,123772.1487,216116.7764,59801.66409,10967.5752,458476.6419,8494.209955,13901.00182,59.6802831,3344045.116,75069.94897,75006.80103,512.7662168,193000.6917,92097.87376,102633.9603,4444.843165,58697.09171,45307.68319,466.3694324,273493.1353,5801.578678,65022.72501,376279.3017,51962.39456,6508.383502,11851.90136
APOD_HUMAN,Apolipoprotein D,APOD,395949.3897,614014.4273,2897586.406,271697.4946,4724605.846,2672705.891,69355.33636,193724.177,577216.3256,450585.4607,3135888.543,1591185.852,5599788.38,473071.7893,378931.3792,2537096.938,297892.9408,1402521.248,420000.7923,3834095.09,1209221.41,39259.82925,507057.0017,795954.3045,888167.7948,1467138.063,499698.0077,501544.0919,2336888.696,239803.573,2772220.917,203217.8683,872117.6958,4663426.852,1913541.548,791798.2365,272486.5411
APOE_HUMAN,Apolipoprotein E,APOE,790569.0078,332034.2455,477779.7487,171517.5522,138283.3995,84318.97209,106987.7047,90135.94161,135675.6577,90613.3761,870927.0803,91103.43574,252438.3148,73669.18562,61889.08922,82865.36707,49546.01593,46776.42338,48726.73491,980054.9084,83761.31857,189329.5135,329775.6624,95400.50028,50515.85013,103605.4601,141399.9652,48987.08281,30118.26315,90559.81618,270277.6889,37267.21011,47792.48689,1312329.658,233488.854,36543.71299,432609.2214
APOH_HUMAN,Beta-2-glycoprotein 1,APOH,63677.77388,4189140.522,213324.4414,104092.89,6074233.457,628539.6294,568798.5555,659037.2532,2776689.184,1019872.293,3388021.558,1930969.923,5345854.153,542478.1996,1353606.501,2038262.514,1460876.809,4003165.912,1233842.819,10029228.72,9118090.876,1527608.318,357842.2839,1699537.418,2599133.928,1959014.971,164493.0869,404642.3915,10015039.17,337313.748,3361664.709,842194.1711,2014377.103,4022186.279,1361937.051,1316116.948,1316013.403
